Data,Brand,Prodotto,Formato,Rivenditore,Prezzo (€),Status,Categoria Rivenditore,Link,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Macedonio,n.d.,,,https://farmacialoreto.it/cerave-detergente-idratante-88ml?_gl=1*mhlf4x*_up*MQ..*_ga*OTUyNzEwNjY1LjE3ODA2ODU4NDA.*_ga_DK66201L06*czE3ODA2ODU4NDAkbzEkZzEkdDE3ODA2ODU4ODgkajEyJGwwJGgw
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Macedonio,n.d.,,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Macedonio,n.d.,,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Mariacristina,"12,15",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Mariacristina,"16,1",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Marra,"8,99",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Marra,"18,5",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Marra,"8,9",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Mazzini Roma,"12,5",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Mazzini Roma,"16,65",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Mazzini Roma,"6,68",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Papa,"12,92",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Papa,"10,16",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Papa,"14,32",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Papa,"6,85",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Procaccini,"13,61",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Procaccini,"11,51",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Procaccini,"13,97",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Pulcini,"12,9",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Pulcini,"18,5",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Rivosecchi,9,,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Rossetti,"9,8",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Rossetti,"14,3",,,https://www.farmaciarossettisas.it/igiene-e-detersione-corpo/4640-cerave-detergente-idratante-236-ml.html
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Rossetti,"8,01",,,https://www.farmaciarossettisas.it/igiene-e-detersione-corpo/4642-cerave-detergente-idratante-473-ml.html
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Salvati,"10,42",,,https://www.farmaciarossettisas.it/igiene-e-detersione-corpo/4641-cerave-detergente-idratante-88-ml.html?utm_campaign=prodotto&utm_medium=cpc&utm_source=trovaprezzi
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Salvati,"9,52",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Salvati,"14,42",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Salvati,"6,09",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Savorani,"10,21",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Savorani,"8,17",,,https://farmaciasavorani.it/cerave-detergente-idratante-pelle-normale-e-secca-ricarica-473-ml-e-un-detergente-delicato-sviluppato-con-dermatologi-per-detergere-e-idratare-la-pelle-normale-e-secca-la-sua-formula-contenente-3-ce
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Savorani,"11,32",,,https://farmaciasavorani.it/cerave-detergente-idratante-236-ml
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Savorani,"6,84",,,https://farmaciasavorani.it/cerave-detergente-idrat-473ml
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Smerieri,"8,52",,,https://farmaciasavorani.it/cerave-detergente-idrat-88ml
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Smerieri,"8,88",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia SMERIERI,"8,88",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Smerieri,"11,95",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia SMERIERI,"11,95",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Smerieri,"8,9",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia SMERIERI,"8,9",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Soccavo,"13,22",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Soccavo,"8,7",,,https://www.farmaciasoccavo.it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-ricarica-ecologica-473-ml?___store=it
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Soccavo,"11,9",,,https://www.farmaciasoccavo.it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-con-acido-ialuronico-e-ceramidi-263-ml
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Soccavo,"7,55",,,https://www.farmaciasoccavo.it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-con-acido-ialuronico-e-ceramidi-473-ml?___store=it
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Sotto Casa,"13,77",,,https://www.farmaciasoccavo.it/cve-detergidrat-88ml?___store=it
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Sotto Casa,"13,16",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Sotto Casa,"18,5",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Uno,"9,91",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Uno,"7,66",,,https://www.farmaciauno.it/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-refill-473-ml-989814443.html
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Uno,"10,4",,,https://www.farmaciauno.it/cerave-detergente-idratante-236-ml-82094.html
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Uno,"6,74",,,https://www.farmaciauno.it/cerave-detergente-idratante-473-ml-82095.html
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacia Zelli,"11,8",,,https://www.farmaciauno.it/cerave-detergente-idratante-88-ml-82096.html
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacia Zelli,"9,9",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacia Zelli,"13,8",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacia Zelli,"7,3",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,FarmaciaFlash,"14,4",,,
05/06/2026,CeraVe,Detergente Idratante,1000ml,,FarmaciaFlash,"18,89",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,FarmaciaFlash,"9,8",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,FarmaciaFlash,"14,3",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,FarmaciaFlash,"7,1",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacie del Sorriso,"9,78",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacie del Sorriso,"9,5",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacie del Sorriso,"7,1",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacie Vigorito,"12,92",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacie Vigorito,"12,92",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacie Vigorito,"9,96",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacie Vigorito,"9,96",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacie Vigorito,"12,47",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacie Vigorito,"12,47",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacie Vigorito,"7,38",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacie Vigorito,"7,38",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacisti Con Te,9,,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacisti Con Te,"15,42",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacisti Con Te,"7,94",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmacosmo,"11,03",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmacosmo,"10,05",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmacosmo,"14,04",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmacosmo,"6,84",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmadea,"13,12",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmadea,"9,3",,,https://www.farmadea.it/detergenti-struccanti-tonici-e-lozioni/75451-cerave-refill-detergente-idratante-473-ml-3337875905602.html
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmadea,"14,57",,,https://www.farmadea.it/detergenti-struccanti-tonici-e-lozioni/3393-cerave-gel-detergente-idratante-236-ml-3337875597180.html
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmadea,"8,9",,,https://www.farmadea.it/bagnoschiuma-e-detergenti-per-il-corpo/26059-cerave-detergente-idratante-per-pelli-normali-e-secche-473-ml-con-omaggio-8054800354087.html
05/06/2026,CeraVe,Detergente Idratante,236ml,,FarmaDrive,"10,8",,,https://www.farmadea.it/detergenti-struccanti-tonici-e-lozioni/1881-cerave-detergente-idratante-88-ml-3337875597326.html
05/06/2026,CeraVe,Detergente Idratante,473ml,,FarmaDrive,"14,8",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,FarmaDrive,"8,9",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,farmaè,"14,38",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,farmaè,"12,13",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,farmaè,"16,55",,,https://www.farmae.it/products/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-263-ml?pr_prod_strat=e5_desc&pr_rec_id=7f2fdd0e5&pr_rec_pid=10621860937992&pr_ref_pid=10621861003528&pr_seq=uniform
05/06/2026,CeraVe,Detergente Idratante,88ml,,farmaè,"8,2",,,https://www.farmae.it/products/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-473-ml?srsltid=AfmBOoofM7T-llvbC194yxDzjefYxQR9jQyNjxzXkNeVipSSd7KC1hhq
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmaidi,"12,17",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmaidi,"18,5",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmaluci,"8,82",,,https://www.farmaidi.it/CeraVe-Linea-Detersione-Viso-Hydrating-Cleanser-Detergente-Idratante-473-ml-z-42133
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmamia,"13,02",,,https://www.farmaluci.it/CeraVe-Detergente-Idratante-236-ml-z-42132?ref=tr
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmamia,"10,24",,,https://farmamia.net/cerave-detergente-idratante-viso-pelle-da-normale-a-secca-ricarica-473ml?_gl=1*1imle4c*_up*MQ..*_ga*MTQ0MzY3MTM4MC4xNzgwNzM4NTgx*_ga_RF1SBSMPRF*czE3ODA3Mzg1NzckbzEkZzAkdDE3ODA3Mzg1NzckajYwJGwwJGgw
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmamia,"12,71",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmamia,"7,44",,,https://farmamia.net/cerave-detergente-idratante-pelle-normale-a-secca-236-ml?tpid=T1lDRlhvdVkrT1AvczJQTURpZU9nbDRraVdWaHZiZ1ZIWjhFTk1ZKzNDRjdFNXl4SlpienhXNnJmNWJjVEt2ZA2
05/06/2026,CeraVe,Detergente Idratante,236ml,,FarmaOASI,"10,08",,,https://farmamia.net/cerave-detergente-idratante-pelle-normale-a-secca-88-ml?_gl=1*1ygberm*_up*MQ..*_ga*MTQ0MzY3MTM4MC4xNzgwNzM4NTgx*_ga_RF1SBSMPRF*czE3ODA3Mzg1NzckbzEkZzAkdDE3ODA3Mzg1NzckajYwJGwwJGgw
05/06/2026,CeraVe,Detergente Idratante,473ml,,FarmaOASI,"10,37",,,https://www.farmaoasi.it/detergenti-viso-pelle-mista/29753-cerave-detergente-idratante-236-ml-detergi-e-idrata-la-pelle-delicatamente.html
05/06/2026,CeraVe,Detergente Idratante,88ml,,FarmaOASI,"9,58",,,https://www.farmaoasi.it/detergenti-viso-pelle-mista/29758-cerave-detergente-idratante-473-ml-pulizia-delicata-per-pelle-secca-e-sensibile.html
05/06/2026,CeraVe,Detergente Idratante,236ml,,FarmaPoint,"7,69",,,https://www.farmaoasi.it/detergenti-viso-pelle-mista/29757-cerave-detergente-idratante-88-ml.html
05/06/2026,CeraVe,Detergente Idratante,473ml,,FarmaPoint,"13,4",,,https://www.farmaciapoint.it/idratanti-e-nutrienti/8366-cerave-detergente-idratante-viso-pelle-da-normale-a-secca-263-ml-3337875597180.html?utm_campaign=prodotto&utm_medium=cpc&utm_source=trovaprezzi
05/06/2026,CeraVe,Detergente Idratante,88ml,,FarmaPoint,"4,85",,,https://www.farmaciapoint.it/idratanti-e-nutrienti/8366-cerave-detergente-idratante-viso-pelle-da-normale-a-secca-263-ml-3337875597180.html?utm_campaign=prodotto&utm_medium=cpc&utm_source=trovaprezzi
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,FarmaSave,"12,62",,,https://www.farmaciapoint.it/creme-idratanti-ed-emollienti/8365-cerave-detergente-idratante-viso-pelle-da-normale-a-secca-88-ml-3337875597326.html
05/06/2026,CeraVe,Detergente Idratante,236ml,,FarmaSave,"9,92",,,https://www.farmasave.it/cerave-refill-detergente-idr.html
05/06/2026,CeraVe,Detergente Idratante,473ml,,FarmaSave,"13,98",,,https://www.farmasave.it/cerave-detergente-idratante-pelle-normale-a-secca-236-ml.html
05/06/2026,CeraVe,Detergente Idratante,88ml,,FarmaSave,"5,2",,,https://www.farmasave.it/cerave-detergente-idratante-pelle-normale-a-secca-473-ml.html
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,FarmaSelf,"12,5",,,https://www.farmasave.it/cerave-detergente-idratante-pelle-normale-a-secca-88-ml.html
05/06/2026,CeraVe,Detergente Idratante,236ml,,FarmaSelf,"13,5",,,https://www.farmaself.it/cerave-refill-detergente-idratante-473-ml-989814443.html
05/06/2026,CeraVe,Detergente Idratante,473ml,,FarmaSelf,"18,5",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,FarmaSelf,"8,9",,,https://www.farmaself.it/cerave-detergente-idrat-473ml.html
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmasole,"13,66",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmasole,"6,7",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmasole,"8,99",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmasole,"8,9",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmatav,39,,,https://www.farmasole.it/creme-corpo-idratanti-e-anticellulite/8678-cerave-detergente-idratante-88-ml-3337875597326.html
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,farmattiva,"10,8",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,farmattiva,"8,99",,,https://www.farmattiva.it/prodotti/cerave-detergente-idratante-ricarica-473-ml/3-63302.html
05/06/2026,CeraVe,Detergente Idratante,473ml,,farmattiva,"12,4",,,https://www.farmattiva.it/prodotti/cerave-detergente-idratante-pelli-da-normali-a-secche-236ml/3-28145.html
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmaunclick,"14,07",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmaunclick,"12,07",,,https://farmaunclick.it/prodotti/prodotti-altri/prodotti_altri/cerave-refill-detergente-idratante-473-ml?srsltid=AfmBOopyaN6JY0NGcv5lFEAXlDw64GXbEMRPxlIEufGE7FsnJVbFJfp9
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmaunclick,14,,,https://farmaunclick.it/prodotti/prodotti-igiene-e-bellezza-del-viso/prodotti_cura-e-igiene-del-viso/cerave-detergente-idratante-236-ml
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmaunclick,"8,9",,,https://farmaunclick.it/prodotti/prodotti-igiene-e-bellezza-del-viso/prodotti_cura-e-igiene-del-viso/cerave-detergente-idratante-473-ml
05/06/2026,CeraVe,Detergente Idratante,236ml,,farmavale,"10,1",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,farmavale,"14,5",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmaviva,"14,14",,,https://www.farmavale.it/prodotto/cerave-detergente-idratante-437ml/?_gl=1*1cloukp*_up*MQ..*_ga*NTM4Njc2ODMyLjE3ODA3MzcyNjQ.*_ga_8YDRFJJKPK*czE3ODA3MzcyNjMkbzEkZzEkdDE3ODA3MzczMzIkajYwJGwwJGgxNDU0MjA2Mzcw
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmaviva,"11,76",,,https://www.farmaviva.it/CeraVe-Detergente-Idratante-Ricarica-473-ml-z-60294
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmaviva,"16,2",,,https://www.farmaviva.it/CeraVe-Linea-Detersione-Viso-Hydrating-Cleanser-Detergente-Idratante-236-ml-z-6901
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmaviva,"7,49",,,https://www.farmaviva.it/CeraVe-Detergente-Idratante-473-ml-z-6902
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Farmavola,"12,52",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Farmavola,"8,66",,,"0,52"
05/06/2026,CeraVe,Detergente Idratante,473ml,,Farmavola,"11,86",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Farmavola,"6,93",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,FarmaWeb,"11,8",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,FarmaWeb,"9,28",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,FarmaWeb,"13,07",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,FarmaWeb,"6,73",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Fragrance,n.d.,,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Fragrance,"9,8",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Gran Farma,"10,43",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Gran Farma,"14,24",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Gran Farma,"16,26",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Gran Farma,"6,71",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Gruppo Farma Store,"11,61",https://gruppofarmastore.it/prodotti/prodotti-igiene-e-bellezza-del-viso/prodotti_cura-e-igiene-del-viso/cerave-detergente-idratante-236-ml,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Gruppo Farma Store,"13,51",https://gruppofarmastore.it/prodotti/prodotti-igiene-e-bellezza-del-viso/prodotti_cura-e-igiene-del-viso/cerave-detergente-idratante-473-ml,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Gruppo Farma Store,,,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Guenda,"13,26",https://www.guenda.it/989814443-cerave-refill-detergente-idr.html?_gl=1*opeiek*_up*MQ..*_ga*MTE0Njc5MzE3Ni4xNzgwNzM1Mzg1*_ga_KLSXF9FV7P*czE3ODA3MzUzODQkbzEkZzEkdDE3ODA3MzU0MDYkajM4JGwwJGgw,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,HappyFarma,"11,05",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,HappyFarma,"14,6",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,HappyFarma,"7,15",https://happyfarma.it/cerave-detergente-idratante-88-ml.html,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,iafStore,"10,31",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,iafStore,"14,31",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,ILovePharma,"10,1",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,ILovePharma,"13,9",,,https://www.ilovefarma.it/cerave-detergente-idratante-236ml.html
05/06/2026,CeraVe,Detergente Idratante,88ml,,ILovePharma,"6,7",,,https://www.ilovefarma.it/cerave-detergente-idratante-473ml.html
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Infinity Farma,"12,94",,,https://www.ilovefarma.it/cerave-detergente-idratante-88ml.html?utm_campaign=cpc&utm_medium=cpc&utm_source=trovaprezzi
05/06/2026,CeraVe,Detergente Idratante,236ml,,Infinity Farma,"8,99",,,https://infinityfarma.it/cerave-refill-detergente-idr
05/06/2026,CeraVe,Detergente Idratante,473ml,,Infinity Farma,"13,91",,,https://infinityfarma.it/cerave-detergente-idrat-236ml?utm_campaign=direct_link&utm_medium=cpc&utm_source=trovaprezzi
05/06/2026,CeraVe,Detergente Idratante,88ml,,Infinity Farma,"7,68",,,https://infinityfarma.it/cerave-detergente-idrat-473ml
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,irisfarma,"15,71",,,http://infinityfarma.it/cerave-detergente-idrat-88ml
05/06/2026,CeraVe,Detergente Idratante,236ml,,irisfarma,"13,5",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,irisfarma,"18,5",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,irisfarma,"8,9",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Liki 24,"20,6",https://liki24.it/p/cerave-emulsione-detergente-idratante-pelle-normale-e-secca-scorta-473-ml/,,
05/06/2026,CeraVe,Detergente Idratante,1000ml,,Liki 24,"25,2",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Liki 24,"14,5",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Liki 24,"18,7",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Linfa Farmacie,"9,49",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Linfa Farmacie,"13,29",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Linfa Farmacie,"7,3",https://www.linfafarmacie.it/cerave-detergente-idrat-88ml.html?_gl=1*9plq6m*_up*MQ..*_ga*MTc5NzM2MzQzNC4xNzgwNzM0MjY1*_ga_RMPQT3WLZW*czE3ODA3MzQyNjQkbzEkZzAkdDE3ODA3MzQyNjQkajYwJGwwJGgw,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,MarconiFarma,"12,95",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Maxi Farmacia,"11,4",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Maxi Farmacia,"13,4",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Meafarma,"12,2",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Meafarma,"8,61",,,https://meafarma.it/cerave-refill-detidrat473ml?_gl=1*1oexpgm*_up*MQ..*_ga*MTQ2MzczODgwLjE3ODA2ODI1MDg.*_ga_ZWMBW1JDB5*czE3ODA2ODI1MDYkbzEkZzAkdDE3ODA2ODI1MDYkajYwJGwwJGgxMjA5NjkxOTI4
05/06/2026,CeraVe,Detergente Idratante,473ml,,Meafarma,"15,45",,,https://meafarma.it/cerave-detergente-idrat-236ml?utm_source=trovaprezzi&utm_medium=ppc&utm_campaign=price_comparison&hermes=4c16b136-7867-4b17-a337-d05f929e9fee
05/06/2026,CeraVe,Detergente Idratante,88ml,,Meafarma,"4,68",,,https://meafarma.it/cerave-crema-schiumogena-det?_gl=1*1oexpgm*_up*MQ..*_ga*MTQ2MzczODgwLjE3ODA2ODI1MDg.*_ga_ZWMBW1JDB5*czE3ODA2ODI1MDYkbzEkZzAkdDE3ODA2ODI1MDYkajYwJGwwJGgxMjA5NjkxOTI4
05/06/2026,CeraVe,Detergente Idratante,236ml,,mediafarma,"11,93",,,https://meafarma.it/cerave-detergente-idrat-88ml?_gl=1*uokwpx*_up*MQ..*_ga*MTQ2MzczODgwLjE3ODA2ODI1MDg.*_ga_ZWMBW1JDB5*czE3ODA2ODI1MDYkbzEkZzAkdDE3ODA2ODI1MDYkajYwJGwwJGgxMjA5NjkxOTI4
05/06/2026,CeraVe,Detergente Idratante,473ml,,mediafarma,"15,2",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,mediafarma,"8,91",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,mefarma,"10,53",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,mefarma,"14,43",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Mister Farma,"9,91",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Mister Farma,"7,96",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Mister Farma,"10,52",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,Mister Farma,"6,68",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,My Origines,"11,13",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,My Origines,9,,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,My Origines,"12,96",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,My Origines,"5,29",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,mypharmaclick,"11,5",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,mypharmaclick,"15,2",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Naturalfito,"17,89",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,nocepharma,"11,44",,,
05/06/2026,CeraVe,Detergente Idratante,1000ml,,nocepharma,"20,99",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,nocepharma,"8,56",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,nocepharma,"11,68",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,nocepharma,"6,58",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,Notino,13,,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Notino,10,,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Notino,"14,02",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,Ricarica/Refill,OpenFarma,"9,91",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,OpenFarma,"7,76",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,OpenFarma,"11,12",,,
05/06/2026,CeraVe,Detergente Idratante,88ml,,OpenFarma,"6,74",,,
05/06/2026,CeraVe,Detergente Idratante,236ml,,Parafarmacia,"8,38",,,
05/06/2026,CeraVe,Detergente Idratante,473ml,,Parafarmacia,"12,99",,,https://www.parafarmacia.it/cerave-detergente-idratante-236ml
